Id,Label,io,iob,year,field,field2,type,polygon_field,color_field,polygon_io,color_io,color_io2,polygon
767,UN1993GenRecCERD16,UN,CERD,1993,Discrimination,Race,GenRec,6,#d62728,,#1f77b4,#bcf8c3,3
768,UN1993GenRecCERD17,UN,CERD,1993,Institution,Race,GenRec,,#9467bd,,#1f77b4,#bcf8c3,3
769,UN1993HRCres199311,UN,HRC,1993,Discrimination,,Res,6,#d62728,,#1f77b4,#7edff1,0
770,UN1993HRCres199320,UN,HRC,1993,Discrimination,,Res,6,#d62728,,#1f77b4,#7edff1,0
771,UN1993HRCres199347,UN,HRC,1993,Political,,Res,3,#e377c2,,#1f77b4,#7edff1,0
772,UN1993HRCres199377,UN,HRC,1993,EcoSoc,Living,Res,5,#ff7f0e,,#1f77b4,#7edff1,0
773,UN1993HRCres46,UN,HRC,1993,NonHR,,Res,,#c7c7c7,,#1f77b4,#7edff1,0
774,UN1993HRCres55,UN,HRC,1993,Institution,,Res,,#9467bd,,#1f77b4,#7edff1,0
775,UN1993HRCres90,UN,HRC,1993,NonHR,NonHR-Environment,Res,,#c7c7c7,,#1f77b4,#7edff1,0
776,UN1993Res48101,UN,UNGA,1993,Civil,,Res,4,#1f77b4,,#1f77b4,#1144a3,0
777,UN1993Res48103,UN,UNGA,1993,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
778,UN1993Res48134,UN,UNGA,1993,Institution,,Res,,#9467bd,,#1f77b4,#1144a3,0
779,UN1993Res48141,UN,UNGA,1993,Institution,Institution,Res,,#9467bd,,#1f77b4,#1144a3,0
780,UN1993Res48148,UN,UNGA,1993,Political,Migrate,Res,3,#e377c2,,#1f77b4,#1144a3,0
781,UN1993Res4831,UN,UNGA,1993,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
782,UN1993Res4891,UN,UNGA,1993,Discrimination,,Res,6,#d62728,,#1f77b4,#1144a3,0
783,UN1993Res4898,UN,UNGA,1993,Discrimination,Elderly,Res,6,#d62728,,#1f77b4,#1144a3,0
784,UN1993WCHR,UN,WC,1993,General,,Decl,,#2ca02c,,#1f77b4,#d62728,0
785,UN1994ActPlanPopDev,UN,COP,1994,NonHR,NonHR-SustDev,AP,,#c7c7c7,,#1f77b4,#109917,0
786,UN1994GenComCCPR23,UN,CCPR,1994,Political,,GenCom,3,#e377c2,,#1f77b4,#2a2a24,3
787,UN1994GenComCCPR24,UN,CCPR,1994,Political,,GenCom,3,#e377c2,,#1f77b4,#2a2a24,3
788,UN1994GenComCESCR5,UN,CESCR,1994,Discrimination,Disab,GenCom,6,#d62728,,#1f77b4,#88540e,3
789,UN1994GenRecCEDAW21,UN,CEDAW,1994,EcoSoc,Women,GenRec,5,#ff7f0e,,#1f77b4,#94290f,3
790,UN1994GenRecCERD18,UN,CERD,1994,Institution,Race,GenRec,,#9467bd,,#1f77b4,#bcf8c3,3
791,UN1994HRCres199445,UN,HRC,1994,Discrimination,Women,Res,6,#d62728,,#1f77b4,#7edff1,0
792,UN1994HRCres199446,UN,HRC,1994,Discrimination,,Res,6,#d62728,,#1f77b4,#7edff1,0
793,UN1994HRCres199453,UN,HRC,1994,Political,,Res,3,#e377c2,,#1f77b4,#7edff1,0
794,UN1994HRCres19949,UN,HRC,1994,Discrimination,,Res,6,#d62728,,#1f77b4,#7edff1,0
795,UN1994Res49146,UN,UNGA,1994,Discrimination,,Res,6,#d62728,,#1f77b4,#1144a3,0
796,UN1994Res49147,UN,UNGA,1994,Discrimination,,Res,6,#d62728,,#1f77b4,#1144a3,0
797,UN1994Res49156,UN,UNGA,1994,Civil,,Res,4,#1f77b4,,#1f77b4,#1144a3,0
798,UN1994Res49157,UN,UNGA,1994,Civil,,Res,4,#1f77b4,,#1f77b4,#1144a3,0
799,UN1994Res49181,UN,UNGA,1994,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
800,UN1994Res49184,UN,UNGA,1994,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
801,UN1994StandDisab,UN,UNGA,1993,Discrimination,Disab,Res,6,#d62728,,#1f77b4,#1144a3,0
802,UN1995ActPlanSocDev,UN,UNGA,1995,EcoSoc,,AP,5,#ff7f0e,,#1f77b4,#1144a3,0
803,UN1995CophDec,UN,COP,1995,EcoSoc,,Decl,5,#ff7f0e,,#1f77b4,#109917,0
804,UN1995DakarDec,UN,COP,1995,Discrimination,Women,Decl,6,#d62728,,#1f77b4,#109917,0
805,UN1995GenComCESCR6,UN,CESCR,1995,Discrimination,Elderly,GenCom,6,#d62728,,#1f77b4,#88540e,3
806,UN1995GenRecCEDAW22,UN,CEDAW,1995,Institution,Women,GenRec,,#9467bd,,#1f77b4,#94290f,3
807,UN1995GenRecCERD19,UN,CERD,1995,Discrimination,Race,GenRec,6,#d62728,,#1f77b4,#bcf8c3,3
808,UN1995HRCres199511,UN,HRC,1995,Discrimination,,Res,6,#d62728,,#1f77b4,#7edff1,0
809,UN1995HRCres199512,UN,HRC,1995,Discrimination,,Res,6,#d62728,,#1f77b4,#7edff1,0
810,UN1995HRCres19954,UN,HRC,1995,NonHR,,Res,,#c7c7c7,,#1f77b4,#7edff1,0
811,UN1995HRCres199587,UN,HRC,1995,Political,,Res,3,#e377c2,,#1f77b4,#7edff1,0
812,UN1995HRCres81,UN,HRC,1995,Community,Enviro,Res,7,#8c564b,,#1f77b4,#7edff1,0
813,UN1995Res50135,UN,UNGA,1995,Discrimination,,Res,6,#d62728,,#1f77b4,#1144a3,0
814,UN1995Res50145,UN,UNGA,1995,Civil,,Res,4,#1f77b4,,#1f77b4,#1144a3,0
815,UN1995Res50147,UN,UNGA,1995,Civil,,Res,4,#1f77b4,,#1f77b4,#1144a3,0
816,UN1995Res50153,UN,UNGA,1995,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
817,UN1995Res50174,UN,UNGA,1995,General,General,Res,,#2ca02c,,#1f77b4,#1144a3,0
818,UN1995Res50181,UN,UNGA,1995,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
819,UN1996GenComCCPR25,UN,CCPR,1996,Political,,GenCom,3,#e377c2,,#1f77b4,#2a2a24,3
820,UN1996GenRecCERD20,UN,CERD,1996,Discrimination,Race,GenRec,6,#d62728,,#1f77b4,#bcf8c3,3
821,UN1996GenRecCERD21,UN,CERD,1996,Community,Race,GenRec,7,#8c564b,,#1f77b4,#bcf8c3,3
822,UN1996GenRecCERD22,UN,CERD,1996,Political,Race,GenRec,3,#e377c2,,#1f77b4,#bcf8c3,3
823,UN1996HRCres199621,UN,HRC,1996,Discrimination,,Res,6,#d62728,,#1f77b4,#7edff1,0
824,UN1996HRCres199646,UN,HRC,1996,Institution,,Res,,#9467bd,,#1f77b4,#7edff1,0
825,UN1996HRCres19968,UN,HRC,1996,Discrimination,,Res,6,#d62728,,#1f77b4,#7edff1,0
826,UN1996HRCres199685,UN,HRC,1996,NonHR,,Res,,#c7c7c7,,#1f77b4,#7edff1,0
827,UN1996HRCres32,UN,HRC,1996,NonHR,,Res,,#c7c7c7,,#1f77b4,#7edff1,0
828,UN1996HabitatAgenda,UN,COP,1996,NonHR,NonHR-Development,AP,,#c7c7c7,,#1f77b4,#109917,0
829,UN1996PoAUNdecHReduc,UN,UNGA,1996,General,Edu,AP,,#2ca02c,,#1f77b4,#1144a3,0
830,UN1996Res50227,UN,UNGA,1996,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
831,UN1996Res51210,UN,UNGA,1996,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
832,UN1996Res5161,UN,UNGA,1996,Civil,,Res,4,#1f77b4,,#1f77b4,#1144a3,0
833,UN1996Res5177,UN,UNGA,1996,Discrimination,Children,Res,6,#d62728,,#1f77b4,#1144a3,0
834,UN1996Res5179,UN,UNGA,1996,Discrimination,,Res,6,#d62728,,#1f77b4,#1144a3,0
835,UN1996Res5181,UN,UNGA,1996,Discrimination,,Res,6,#d62728,,#1f77b4,#1144a3,0
836,UN1997GenComCAT1,UN,CAT,1997,Civil,PhysInt,GenCom,4,#1f77b4,,#1f77b4,#5b0e87,3
837,UN1997GenComCCPR26,UN,CCPR,1997,Institution,,GenCom,,#9467bd,,#1f77b4,#88540e,3
838,UN1997GenComCESCR7,UN,CESCR,1997,EcoSoc,Living,GenCom,5,#ff7f0e,,#1f77b4,#88540e,3
839,UN1997GenComCESCR8,UN,CESCR,1997,EcoSoc,,GenCom,5,#ff7f0e,,#1f77b4,#88540e,3
840,UN1997GenRecCEDAW23,UN,CEDAW,1997,Political,Women,GenRec,3,#e377c2,,#1f77b4,#94290f,3
841,UN1997GenRecCERD23,UN,CERD,1997,Discrimination,Indig,GenRec,6,#d62728,,#1f77b4,#bcf8c3,3
842,UN1997GuidNatPAforHReduc,UN,UNGA,1997,Institution,Edu,Guide,,#9467bd,,#1f77b4,#1144a3,0
843,UN1997HRCres106,UN,HRC,1997,NonHR,General,Res,,#c7c7c7,,#1f77b4,#7edff1,0
844,UN1997HRCres74Race,UN,HRC,1997,Discrimination,Race,Res,6,#d62728,,#1f77b4,#7edff1,0
845,UN1997HRCres78,UN,HRC,1997,NonHR,,Res,,#c7c7c7,,#1f77b4,#7edff1,0
846,UN1997LimbPrincESCR,UN,COP,1997,EcoSoc,,Princ,5,#ff7f0e,,#1f77b4,,0
847,UN1997Res52106,UN,UNGA,1997,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
848,UN1997Res52111Race,UN,UNGA,1997,Discrimination,Race,Res,6,#d62728,,#1f77b4,#1144a3,0
849,UN1997Res52124,UN,UNGA,1997,Civil,,Res,4,#1f77b4,,#1f77b4,#1144a3,0
850,UN1997Res5215,UN,UNGA,1997,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
851,UN1997Res5285,UN,UNGA,1997,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
852,UN1997Res5289,UN,UNGA,1997,Civil,,Res,4,#1f77b4,,#1f77b4,#1144a3,0
853,UN1997Res5290,UN,UNGA,1997,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
854,UN1997Res5291,UN,UNGA,1997,Civil,,Res,4,#1f77b4,,#1f77b4,#1144a3,0
855,UN1997ResS192,UN,UNGA,1997,NonHR,NonHR-Development,Res,,#c7c7c7,,#1f77b4,#1144a3,0
856,UN1998GenComCESCR10,UN,CESCR,1998,Institution,,GenCom,,#9467bd,,#1f77b4,#88540e,3
857,UN1998GenComCESCR9,UN,CESCR,1998,Institution,,GenCom,,#9467bd,,#1f77b4,#88540e,3
858,UN1998GuidPrincIntDispl,UN,UNGA,1998,Political,Refugee,Guide,3,#e377c2,,#1f77b4,#1144a3,0
859,UN1998HRCres39,UN,HRC,1998,Civil,,Res,4,#1f77b4,,#1f77b4,#7edff1,0
860,UN1998HRCres7,UN,HRC,1998,NonHR,,Res,,#c7c7c7,,#1f77b4,#7edff1,0
861,UN1998PromoteHR,UN,UNGA,1998,General,,Decl,,#2ca02c,,#1f77b4,#1144a3,0
862,UN1998Res53110,UN,UNGA,1998,Civil,,Res,4,#1f77b4,,#1f77b4,#1144a3,0
863,UN1998Res53111,UN,UNGA,1998,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
864,UN1998Res53113,UN,UNGA,1998,Civil,,Res,4,#1f77b4,,#1f77b4,#1144a3,0
865,UN1998Res53114,UN,UNGA,1998,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
866,UN1998Res53127,UN,UNGA,1998,Discrimination,Children,Res,6,#d62728,,#1f77b4,#1144a3,0
867,UN1998Res53128,UN,UNGA,1998,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
868,UN1998Res53144,UN,UNGA,1998,Political,,Res,3,#e377c2,,#1f77b4,#1144a3,0
869,UN1998Res53155,UN,UNGA,1998,Community,Develop,Res,7,#8c564b,,#1f77b4,#1144a3,0
870,UN1998Res53199,UN,UNGA,1998,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
871,UN1998Res5325,UN,UNGA,1998,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
872,UN1999CDEAWopt,UN,UNGA,1999,Discrimination,Women,OP,6,#d62728,,#1f77b4,#1144a3,0
873,UN1999GenComCCPR27,UN,CCPR,1999,Political,,GenCom,3,#e377c2,,#1f77b4,#2a2a24,3
874,UN1999GenComCESCR11,UN,CESCR,1999,EcoSoc,Edu,GenCom,5,#ff7f0e,,#1f77b4,#88540e,3
875,UN1999GenComCESCR12,UN,CESCR,1999,EcoSoc,,GenCom,5,#ff7f0e,,#1f77b4,#88540e,3
876,UN1999GenComCESCR13,UN,CESCR,1999,EcoSoc,Edu,GenCom,5,#ff7f0e,,#1f77b4,#88540e,3
877,UN1999GenRecCEDAW24,UN,CEDAW,1999,EcoSoc,Women,GenRec,5,#ff7f0e,,#1f77b4,#94290f,3
878,UN1999GenRecCERD24,UN,CERD,1999,Discrimination,Race,GenRec,6,#d62728,,#1f77b4,#bcf8c3,3
879,UN1999HRC199980,UN,HRC,1999,NonHR,,Res,,#c7c7c7,,#1f77b4,#7edff1,0
880,UN1999Res53243A,UN,UNGA,1999,Political,,Res,3,#e377c2,,#1f77b4,#1144a3,0
881,UN1999Res53243B,UN,UNGA,1999,Political,,Res,3,#e377c2,,#1f77b4,#1144a3,0
882,UN1999Res54110,UN,UNGA,1999,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
883,UN1999Res54125,UN,UNGA,1999,Civil,,Res,4,#1f77b4,,#1f77b4,#1144a3,0
